variant,space,outlier_cont,alg,k,n_core,sil,dbi,ch,ARI_vs_quality,NMI_vs_quality,AMI_vs_quality,stab_seed_ARI,stab_subsample_ARI,min_cluster_size
all,PCA,0.1,ward,8,345,0.14864668760821728,1.8125521238286109,48.256722377681385,0.05445594135043179,0.07896637236055706,0.0625338834056915,,,10
all,PCA,0.1,ward,9,345,0.13916781983525298,1.8026191958716349,45.611101333025125,0.043688400421948104,0.07560661295502459,0.057680244400285303,,,10
all,PCA,0.1,ward,10,345,0.12959138391825797,1.868183223734341,43.351140793436315,0.049425016575939486,0.07196111353046439,0.052590820679074425,,,10
no_moisture,RAW,0.0,kmeans,2,384,0.28153885732045336,1.4715951699933758,147.13119683558938,0.0651128694857774,0.03685163935025808,0.033253922235310235,1.0,0.9933121216112916,154
no_moisture,RAW,0.0,kmeans,3,384,0.23907400881382387,1.761617466460568,95.88194835664154,0.08983984616353591,0.05192131822522795,0.04589148346369956,0.6385109342967619,0.6095159118290812,52
no_moisture,RAW,0.0,kmeans,4,384,0.20017852666076166,2.014709692519223,77.6689593030656,0.1075695621297663,0.06369449753598976,0.055917811296800055,0.47906556040331566,0.5038054113990308,55
no_moisture,RAW,0.0,kmeans,5,384,0.17089644460039008,1.9688508744107467,66.645294423852,0.07572396190328887,0.04827641631861184,0.03842135758026376,0.4324893706577244,0.4560825258230589,24
no_moisture,RAW,0.0,kmeans,6,384,0.1715650830094901,1.8627533967049645,62.5671657174955,0.08905027957721538,0.05227138807137919,0.04028069433861403,0.46857146783891507,0.4324591389457651,21
no_moisture,RAW,0.0,kmeans,7,384,0.1439838365723245,1.8100108730678446,58.32699115053244,0.041734742431458825,0.06870078432776783,0.055556995324389326,0.45725162544658504,0.4388972914238886,9
no_moisture,RAW,0.0,kmeans,8,384,0.12366211631006356,1.763291933323474,54.28594260196777,0.048952407842616195,0.06218200927996294,0.04833398956202765,0.45436625925451657,0.4392797692201466,21
no_moisture,RAW,0.0,kmeans,9,384,0.12440108760037126,1.7305670554043904,52.935404847765604,0.055710318610974,0.06456827095636673,0.04921722762101285,0.4704048851464928,0.43621467624748367,24
no_moisture,RAW,0.0,kmeans,10,384,0.12121865642508552,1.8082970954867963,48.59693927802698,0.04298351992749759,0.0540556989685499,0.03683963710169283,0.4952227444942714,0.4547663061503465,17
no_moisture,RAW,0.0,ward,2,384,0.2669477494409446,1.5289633635316882,133.55994435628762,0.08208645848110531,0.04642203979112889,0.04285231741924985,,,149
no_moisture,RAW,0.0,ward,3,384,0.2442575437946821,1.7786559751296236,88.34321315258637,0.08645405224967807,0.04976451363258735,0.043429727236519174,,,33
no_moisture,RAW,0.0,ward,4,384,0.23221715862136375,1.8128493399245613,71.56068000213497,0.11035527731055836,0.06549638363652543,0.0568302939615367,,,25
no_moisture,RAW,0.0,ward,5,384,0.19646253789934473,1.833990483624379,62.471595813010296,0.11392571617508974,0.06910272507594915,0.05859763397426018,,,25
no_moisture,RAW,0.0,ward,6,384,0.14435086935710176,1.860636768164322,57.21295024971536,0.11191251510098515,0.0712524360650282,0.05930887297023683,,,25
